User Card 1 , User Card 2, Dealer Card, Choice, Frequency
7 of Diamonds , 2 of Clubs , 6 of Diamonds , 1110 , -1010
7 of Diamonds , 2 of Clubs , 7 of Clubs , 0 , 132
7 of Diamonds , 2 of Clubs , 7 of Clubs , 10 , 286
7 of Diamonds , 2 of Clubs , 7 of Clubs , 110 , -328
7 of Diamonds , 2 of Clubs , 7 of Clubs , 1110 , -754
7 of Diamonds , 2 of Clubs , 8 of Diamonds , 0 , 238
7 of Diamonds , 2 of Clubs , 8 of Diamonds , 10 , 414
7 of Diamonds , 2 of Clubs , 8 of Diamonds , 110 , -402
7 of Diamonds , 2 of Clubs , 8 of Diamonds , 1110 , -1006
7 of Diamonds , 2 of Clubs , 9 of Diamonds , 0 , 454
7 of Diamonds , 2 of Clubs , 9 of Diamonds , 10 , 500
7 of Diamonds , 2 of Clubs , 9 of Diamonds , 110 , -368
7 of Diamonds , 2 of Clubs , 9 of Diamonds , 1110 , -1016
7 of Diamonds , 2 of Clubs , 10 of Diamonds , 0 , 1978
7 of Diamonds , 2 of Clubs , 10 of Diamonds , 10 , 2434
7 of Diamonds , 2 of Clubs , 10 of Diamonds , 110 , -1346
7 of Diamonds , 2 of Clubs , 10 of Diamonds , 1110 , -3936
7 of Diamonds , 2 of Clubs , A of Diamonds , 0 , -112
7 of Diamonds , 2 of Clubs , A of Diamonds , 10 , 142
7 of Diamonds , 2 of Clubs , A of Diamonds , 110 , -574
7 of Diamonds , 2 of Clubs , A of Diamonds , 1110 , -1058
7 of Diamonds , 3 of Clubs , 2 of Diamonds , 0 , 254
7 of Diamonds , 3 of Clubs , 2 of Diamonds , 10 , 528
7 of Diamonds , 3 of Clubs , 2 of Diamonds , 110 , -594
7 of Diamonds , 3 of Clubs , 2 of Diamonds , 1110 , -1052
7 of Diamonds , 3 of Clubs , 3 of Diamonds , 0 , 88
7 of Diamonds , 3 of Clubs , 3 of Diamonds , 10 , 402
7 of Diamonds , 3 of Clubs , 3 of Diamonds , 110 , -404
7 of Diamonds , 3 of Clubs , 3 of Diamonds , 1110 , -776
7 of Diamonds , 3 of Clubs , 4 of Diamonds , 0 , 194
7 of Diamonds , 3 of Clubs , 4 of Diamonds , 10 , 490
7 of Diamonds , 3 of Clubs , 4 of Diamonds , 110 , -568
7 of Diamonds , 3 of Clubs , 4 of Diamonds , 1110 , -1028
7 of Diamonds , 3 of Clubs , 5 of Diamonds , 0 , 208
7 of Diamonds , 3 of Clubs , 5 of Diamonds , 10 , 488
7 of Diamonds , 3 of Clubs , 5 of Diamonds , 110 , -584
7 of Diamonds , 3 of Clubs , 5 of Diamonds , 1110 , -1064
7 of Diamonds , 3 of Clubs , 6 of Diamonds , 0 , 114
7 of Diamonds , 3 of Clubs , 6 of Diamonds , 10 , 446
7 of Diamonds , 3 of Clubs , 6 of Diamonds , 110 , -606
7 of Diamonds , 3 of Clubs , 6 of Diamonds , 1110 , -1062
7 of Diamonds , 3 of Clubs , 7 of Clubs , 0 , 132
7 of Diamonds , 3 of Clubs , 7 of Clubs , 10 , 364
7 of Diamonds , 3 of Clubs , 7 of Clubs , 110 , -456
7 of Diamonds , 3 of Clubs , 7 of Clubs , 1110 , -780
7 of Diamonds , 3 of Clubs , 8 of Diamonds , 0 , 300
7 of Diamonds , 3 of Clubs , 8 of Diamonds , 10 , 482
7 of Diamonds , 3 of Clubs , 8 of Diamonds , 110 , -562
7 of Diamonds , 3 of Clubs , 8 of Diamonds , 1110 , -1008
7 of Diamonds , 3 of Clubs , 9 of Diamonds , 0 , 486
7 of Diamonds , 3 of Clubs , 9 of Diamonds , 10 , 534
7 of Diamonds , 3 of Clubs , 9 of Diamonds , 110 , -502
7 of Diamonds , 3 of Clubs , 9 of Diamonds , 1110 , -1042
7 of Diamonds , 3 of Clubs , 10 of Diamonds , 0 , 2076
7 of Diamonds , 3 of Clubs , 10 of Diamonds , 10 , 2688
7 of Diamonds , 3 of Clubs , 10 of Diamonds , 110 , -2048
7 of Diamonds , 3 of Clubs , 10 of Diamonds , 1110 , -4100
7 of Diamonds , 3 of Clubs , A of Diamonds , 0 , -102
7 of Diamonds , 3 of Clubs , A of Diamonds , 10 , 192
7 of Diamonds , 3 of Clubs , A of Diamonds , 110 , -684
7 of Diamonds , 3 of Clubs , A of Diamonds , 1110 , -1082
7 of Diamonds , 4 of Clubs , 2 of Diamonds , 0 , 236
7 of Diamonds , 4 of Clubs , 2 of Diamonds , 10 , 574
7 of Diamonds , 4 of Clubs , 2 of Diamonds , 110 , -736
7 of Diamonds , 4 of Clubs , 2 of Diamonds , 1110 , -1076
7 of Diamonds , 4 of Clubs , 3 of Diamonds , 0 , 186
7 of Diamonds , 4 of Clubs , 3 of Diamonds , 10 , 544
7 of Diamonds , 4 of Clubs , 3 of Diamonds , 110 , -750
7 of Diamonds , 4 of Clubs , 3 of Diamonds , 1110 , -1078
7 of Diamonds , 4 of Clubs , 4 of Diamonds , 0 , 148
7 of Diamonds , 4 of Clubs , 4 of Diamonds , 10 , 434
7 of Diamonds , 4 of Clubs , 4 of Diamonds , 110 , -538
7 of Diamonds , 4 of Clubs , 4 of Diamonds , 1110 , -802
7 of Diamonds , 4 of Clubs , 5 of Diamonds , 0 , 114
7 of Diamonds , 4 of Clubs , 5 of Diamonds , 10 , 538
7 of Diamonds , 4 of Clubs , 5 of Diamonds , 110 , -740
7 of Diamonds , 4 of Clubs , 5 of Diamonds , 1110 , -1074
7 of Diamonds , 4 of Clubs , 6 of Diamonds , 0 , 68
7 of Diamonds , 4 of Clubs , 6 of Diamonds , 10 , 482
7 of Diamonds , 4 of Clubs , 6 of Diamonds , 110 , -732
7 of Diamonds , 4 of Clubs , 6 of Diamonds , 1110 , -1082
7 of Diamonds , 4 of Clubs , 7 of Clubs , 0 , 122
7 of Diamonds , 4 of Clubs , 7 of Clubs , 10 , 418
7 of Diamonds , 4 of Clubs , 7 of Clubs , 110 , -548
7 of Diamonds , 4 of Clubs , 7 of Clubs , 1110 , -816
7 of Diamonds , 4 of Clubs , 8 of Diamonds , 0 , 276
7 of Diamonds , 4 of Clubs , 8 of Diamonds , 10 , 520
7 of Diamonds , 4 of Clubs , 8 of Diamonds , 110 , -736
7 of Diamonds , 4 of Clubs , 8 of Diamonds , 1110 , -1072
7 of Diamonds , 4 of Clubs , 9 of Diamonds , 0 , 408
7 of Diamonds , 4 of Clubs , 9 of Diamonds , 10 , 646
7 of Diamonds , 4 of Clubs , 9 of Diamonds , 110 , -710
7 of Diamonds , 4 of Clubs , 9 of Diamonds , 1110 , -1084
7 of Diamonds , 4 of Clubs , 10 of Diamonds , 0 , 2074
7 of Diamonds , 4 of Clubs , 10 of Diamonds , 10 , 2898
7 of Diamonds , 4 of Clubs , 10 of Diamonds , 110 , -2722
7 of Diamonds , 4 of Clubs , 10 of Diamonds , 1110 , -4302
7 of Diamonds , 4 of Clubs , A of Diamonds , 0 , -126
7 of Diamonds , 4 of Clubs , A of Diamonds , 10 , 264
7 of Diamonds , 4 of Clubs , A of Diamonds , 110 , -790
7 of Diamonds , 4 of Clubs , A of Diamonds , 1110 , -1126
7 of Diamonds , 5 of Clubs , 2 of Diamonds , 0 , 250
7 of Diamonds , 5 of Clubs , 2 of Diamonds , 10 , -82
7 of Diamonds , 5 of Clubs , 2 of Diamonds , 110 , -814
7 of Diamonds , 5 of Clubs , 2 of Diamonds , 1110 , -1134
7 of Diamonds , 5 of Clubs , 3 of Diamonds , 0 , 208
7 of Diamonds , 5 of Clubs , 3 of Diamonds , 10 , -38
7 of Diamonds , 5 of Clubs , 3 of Diamonds , 110 , -798
7 of Diamonds , 5 of Clubs , 3 of Diamonds , 1110 , -1094
7 of Diamonds , 5 of Clubs , 4 of Diamonds , 0 , 204
7 of Diamonds , 5 of Clubs , 4 of Diamonds , 10 , -78
7 of Diamonds , 5 of Clubs , 4 of Diamonds , 110 , -840
7 of Diamonds , 5 of Clubs , 4 of Diamonds , 1110 , -1094
7 of Diamonds , 5 of Clubs , 5 of Diamonds , 0 , 98
7 of Diamonds , 5 of Clubs , 5 of Diamonds , 10 , -108
7 of Diamonds , 5 of Clubs , 5 of Diamonds , 110 , -614
7 of Diamonds , 5 of Clubs , 5 of Diamonds , 1110 , -830
7 of Diamonds , 5 of Clubs , 6 of Diamonds , 0 , 66
7 of Diamonds , 5 of Clubs , 6 of Diamonds , 10 , -156
7 of Diamonds , 5 of Clubs , 6 of Diamonds , 110 , -810
7 of Diamonds , 5 of Clubs , 6 of Diamonds , 1110 , -1118
7 of Diamonds , 5 of Clubs , 7 of Clubs , 0 , 108
7 of Diamonds , 5 of Clubs , 7 of Clubs , 10 , -102
7 of Diamonds , 5 of Clubs , 7 of Clubs , 110 , -606
7 of Diamonds , 5 of Clubs , 7 of Clubs , 1110 , -840
7 of Diamonds , 5 of Clubs , 8 of Diamonds , 0 , 282
7 of Diamonds , 5 of Clubs , 8 of Diamonds , 10 , -74
7 of Diamonds , 5 of Clubs , 8 of Diamonds , 110 , -798
7 of Diamonds , 5 of Clubs , 8 of Diamonds , 1110 , -1118
7 of Diamonds , 5 of Clubs , 9 of Diamonds , 0 , 384
7 of Diamonds , 5 of Clubs , 9 of Diamonds , 10 , -14
7 of Diamonds , 5 of Clubs , 9 of Diamonds , 110 , -816
7 of Diamonds , 5 of Clubs , 9 of Diamonds , 1110 , -1106
7 of Diamonds , 5 of Clubs , 10 of Diamonds , 0 , 2112
7 of Diamonds , 5 of Clubs , 10 of Diamonds , 10 , 428
7 of Diamonds , 5 of Clubs , 10 of Diamonds , 110 , -3024
7 of Diamonds , 5 of Clubs , 10 of Diamonds , 1110 , -4400
7 of Diamonds , 5 of Clubs , A of Diamonds , 0 , -148
7 of Diamonds , 5 of Clubs , A of Diamonds , 10 , -224
7 of Diamonds , 5 of Clubs , A of Diamonds , 110 , -848
7 of Diamonds , 5 of Clubs , A of Diamonds , 1110 , -1116
7 of Diamonds , 6 of Clubs , 2 of Diamonds , 0 , 172
7 of Diamonds , 6 of Clubs , 2 of Diamonds , 10 , -218
7 of Diamonds , 6 of Clubs , 2 of Diamonds , 110 , -872
7 of Diamonds , 6 of Clubs , 2 of Diamonds , 1110 , -1118
7 of Diamonds , 6 of Clubs , 3 of Diamonds , 0 , 246
7 of Diamonds , 6 of Clubs , 3 of Diamonds , 10 , -180
7 of Diamonds , 6 of Clubs , 3 of Diamonds , 110 , -910
7 of Diamonds , 6 of Clubs , 3 of Diamonds , 1110 , -1130
7 of Diamonds , 6 of Clubs , 4 of Diamonds , 0 , 208
7 of Diamonds , 6 of Clubs , 4 of Diamonds , 10 , -224
7 of Diamonds , 6 of Clubs , 4 of Diamonds , 110 , -834
7 of Diamonds , 6 of Clubs , 4 of Diamonds , 1110 , -1128
7 of Diamonds , 6 of Clubs , 5 of Diamonds , 0 , 158
7 of Diamonds , 6 of Clubs , 5 of Diamonds , 10 , -250
7 of Diamonds , 6 of Clubs , 5 of Diamonds , 110 , -858
7 of Diamonds , 6 of Clubs , 5 of Diamonds , 1110 , -1106
7 of Diamonds , 6 of Clubs , 6 of Diamonds , 0 , 64
7 of Diamonds , 6 of Clubs , 6 of Diamonds , 10 , -208
7 of Diamonds , 6 of Clubs , 6 of Diamonds , 110 , -690
7 of Diamonds , 6 of Clubs , 6 of Diamonds , 1110 , -862
7 of Diamonds , 6 of Clubs , 7 of Clubs , 0 , 172
7 of Diamonds , 6 of Clubs , 7 of Clubs , 10 , -246
7 of Diamonds , 6 of Clubs , 7 of Clubs , 110 , -636
7 of Diamonds , 6 of Clubs , 7 of Clubs , 1110 , -818
7 of Diamonds , 6 of Clubs , 8 of Diamonds , 0 , 290
7 of Diamonds , 6 of Clubs , 8 of Diamonds , 10 , -184
7 of Diamonds , 6 of Clubs , 8 of Diamonds , 110 , -850
7 of Diamonds , 6 of Clubs , 8 of Diamonds , 1110 , -1116
7 of Diamonds , 6 of Clubs , 9 of Diamonds , 0 , 404
7 of Diamonds , 6 of Clubs , 9 of Diamonds , 10 , -98
7 of Diamonds , 6 of Clubs , 9 of Diamonds , 110 , -830
7 of Diamonds , 6 of Clubs , 9 of Diamonds , 1110 , -1122
7 of Diamonds , 6 of Clubs , 10 of Diamonds , 0 , 2158
7 of Diamonds , 6 of Clubs , 10 of Diamonds , 10 , -222
7 of Diamonds , 6 of Clubs , 10 of Diamonds , 110 , -3464
7 of Diamonds , 6 of Clubs , 10 of Diamonds , 1110 , -4474
7 of Diamonds , 6 of Clubs , A of Diamonds , 0 , -124
7 of Diamonds , 6 of Clubs , A of Diamonds , 10 , -348
7 of Diamonds , 6 of Clubs , A of Diamonds , 110 , -954
7 of Diamonds , 6 of Clubs , A of Diamonds , 1110 , -1146
7 of Diamonds , 7 of Clubs , 2 of Diamonds , 0 , 290
7 of Diamonds , 7 of Clubs , 2 of Diamonds , 10 , -360
7 of Diamonds , 7 of Clubs , 2 of Diamonds , 110 , -966
7 of Diamonds , 7 of Clubs , 2 of Diamonds , 1110 , -1148
7 of Diamonds , 7 of Clubs , 3 of Diamonds , 0 , 212
7 of Diamonds , 7 of Clubs , 3 of Diamonds , 10 , -316
7 of Diamonds , 7 of Clubs , 3 of Diamonds , 110 , -938
7 of Diamonds , 7 of Clubs , 3 of Diamonds , 1110 , -1152
7 of Diamonds , 7 of Clubs , 4 of Diamonds , 0 , 250
7 of Diamonds , 7 of Clubs , 4 of Diamonds , 10 , -296
7 of Diamonds , 7 of Clubs , 4 of Diamonds , 110 , -912
7 of Diamonds , 7 of Clubs , 4 of Diamonds , 1110 , -1160
7 of Diamonds , 7 of Clubs , 5 of Diamonds , 0 , 152
7 of Diamonds , 7 of Clubs , 5 of Diamonds , 10 , -314
7 of Diamonds , 7 of Clubs , 5 of Diamonds , 110 , -916
7 of Diamonds , 7 of Clubs , 5 of Diamonds , 1110 , -1142
7 of Diamonds , 7 of Clubs , 6 of Diamonds , 0 , 126
7 of Diamonds , 7 of Clubs , 6 of Diamonds , 10 , -400
7 of Diamonds , 7 of Clubs , 6 of Diamonds , 110 , -922
7 of Diamonds , 7 of Clubs , 6 of Diamonds , 1110 , -1142
7 of Diamonds , 7 of Clubs , 7 of Spades , 0 , 78
7 of Diamonds , 7 of Clubs , 7 of Spades , 10 , -198
7 of Diamonds , 7 of Clubs , 7 of Spades , 110 , -484
7 of Diamonds , 7 of Clubs , 7 of Spades , 1110 , -570
7 of Diamonds , 7 of Clubs , 8 of Diamonds , 0 , 264
7 of Diamonds , 7 of Clubs , 8 of Diamonds , 10 , -346
7 of Diamonds , 7 of Clubs , 8 of Diamonds , 110 , -934
7 of Diamonds , 7 of Clubs , 8 of Diamonds , 1110 , -1140
7 of Diamonds , 7 of Clubs , 9 of Diamonds , 0 , 398
7 of Diamonds , 7 of Clubs , 9 of Diamonds , 10 , -272
7 of Diamonds , 7 of Clubs , 9 of Diamonds , 110 , -910
7 of Diamonds , 7 of Clubs , 9 of Diamonds , 1110 , -1150
7 of Diamonds , 7 of Clubs , 10 of Diamonds , 0 , 2106
7 of Diamonds , 7 of Clubs , 10 of Diamonds , 10 , -876
7 of Diamonds , 7 of Clubs , 10 of Diamonds , 110 , -3692
7 of Diamonds , 7 of Clubs , 10 of Diamonds , 1110 , -4542
7 of Diamonds , 7 of Clubs , A of Diamonds , 0 , -72
7 of Diamonds , 7 of Clubs , A of Diamonds , 10 , -504
7 of Diamonds , 7 of Clubs , A of Diamonds , 110 , -976
7 of Diamonds , 7 of Clubs , A of Diamonds , 1110 , -1158
7 of Diamonds , 8 of Diamonds , 2 of Diamonds , 0 , 430
7 of Diamonds , 8 of Diamonds , 2 of Diamonds , 10 , -534
7 of Diamonds , 8 of Diamonds , 2 of Diamonds , 110 , -1740
7 of Diamonds , 8 of Diamonds , 2 of Diamonds , 1110 , -1934
7 of Diamonds , 8 of Diamonds , 3 of Diamonds , 0 , 314
7 of Diamonds , 8 of Diamonds , 3 of Diamonds , 10 , -602
7 of Diamonds , 8 of Diamonds , 3 of Diamonds , 110 , -1688
7 of Diamonds , 8 of Diamonds , 3 of Diamonds , 1110 , -1936
7 of Diamonds , 8 of Diamonds , 4 of Diamonds , 0 , 332
7 of Diamonds , 8 of Diamonds , 4 of Diamonds , 10 , -654
7 of Diamonds , 8 of Diamonds , 4 of Diamonds , 110 , -1680
7 of Diamonds , 8 of Diamonds , 4 of Diamonds , 1110 , -1938
7 of Diamonds , 8 of Diamonds , 5 of Diamonds , 0 , 304
7 of Diamonds , 8 of Diamonds , 5 of Diamonds , 10 , -684
7 of Diamonds , 8 of Diamonds , 5 of Diamonds , 110 , -1670
7 of Diamonds , 8 of Diamonds , 5 of Diamonds , 1110 , -1928
7 of Diamonds , 8 of Diamonds , 6 of Diamonds , 0 , 58
7 of Diamonds , 8 of Diamonds , 6 of Diamonds , 10 , -724
7 of Diamonds , 8 of Diamonds , 6 of Diamonds , 110 , -1622
7 of Diamonds , 8 of Diamonds , 6 of Diamonds , 1110 , -1928
7 of Diamonds , 8 of Diamonds , 7 of Clubs , 0 , 160
7 of Diamonds , 8 of Diamonds , 7 of Clubs , 10 , -450
7 of Diamonds , 8 of Diamonds , 7 of Clubs , 110 , -1214
7 of Diamonds , 8 of Diamonds , 7 of Clubs , 1110 , -1452
7 of Diamonds , 8 of Diamonds , 8 of Clubs , 0 , 394
7 of Diamonds , 8 of Diamonds , 8 of Clubs , 10 , -400
7 of Diamonds , 8 of Diamonds , 8 of Clubs , 110 , -1244
7 of Diamonds , 8 of Diamonds , 8 of Clubs , 1110 , -1444
7 of Diamonds , 8 of Diamonds , 9 of Diamonds , 0 , 618
7 of Diamonds , 8 of Diamonds , 9 of Diamonds , 10 , -482
7 of Diamonds , 8 of Diamonds , 9 of Diamonds , 110 , -1632
7 of Diamonds , 8 of Diamonds , 9 of Diamonds , 1110 , -1936
7 of Diamonds , 8 of Diamonds , 10 of Diamonds , 0 , 3402
7 of Diamonds , 8 of Diamonds , 10 of Diamonds , 10 , -1680
7 of Diamonds , 8 of Diamonds , 10 of Diamonds , 110 , -6540
7 of Diamonds , 8 of Diamonds , 10 of Diamonds , 1110 , -7724
7 of Diamonds , 8 of Diamonds , A of Diamonds , 0 , -132
7 of Diamonds , 8 of Diamonds , A of Diamonds , 10 , -734
7 of Diamonds , 8 of Diamonds , A of Diamonds , 110 , -1734
7 of Diamonds , 8 of Diamonds , A of Diamonds , 1110 , -1946
7 of Diamonds , 9 of Diamonds , 2 of Diamonds , 0 , 452
7 of Diamonds , 9 of Diamonds , 2 of Diamonds , 10 , -732
7 of Diamonds , 9 of Diamonds , 2 of Diamonds , 110 , -1820
7 of Diamonds , 9 of Diamonds , 2 of Diamonds , 1110 , -1954
7 of Diamonds , 9 of Diamonds , 3 of Diamonds , 0 , 282
7 of Diamonds , 9 of Diamonds , 3 of Diamonds , 10 , -822
7 of Diamonds , 9 of Diamonds , 3 of Diamonds , 110 , -1750
7 of Diamonds , 9 of Diamonds , 3 of Diamonds , 1110 , -1952
7 of Diamonds , 9 of Diamonds , 4 of Diamonds , 0 , 306
7 of Diamonds , 9 of Diamonds , 4 of Diamonds , 10 , -852
7 of Diamonds , 9 of Diamonds , 4 of Diamonds , 110 , -1776
7 of Diamonds , 9 of Diamonds , 4 of Diamonds , 1110 , -1942
7 of Diamonds , 9 of Diamonds , 5 of Diamonds , 0 , 210
7 of Diamonds , 9 of Diamonds , 5 of Diamonds , 10 , -844
7 of Diamonds , 9 of Diamonds , 5 of Diamonds , 110 , -1764
7 of Diamonds , 9 of Diamonds , 5 of Diamonds , 1110 , -1948
7 of Diamonds , 9 of Diamonds , 6 of Diamonds , 0 , 108
7 of Diamonds , 9 of Diamonds , 6 of Diamonds , 10 , -752
7 of Diamonds , 9 of Diamonds , 6 of Diamonds , 110 , -1788
7 of Diamonds , 9 of Diamonds , 6 of Diamonds , 1110 , -1950
7 of Diamonds , 9 of Diamonds , 7 of Clubs , 0 , 198
7 of Diamonds , 9 of Diamonds , 7 of Clubs , 10 , -646
7 of Diamonds , 9 of Diamonds , 7 of Clubs , 110 , -1314
7 of Diamonds , 9 of Diamonds , 7 of Clubs , 1110 , -1450
7 of Diamonds , 9 of Diamonds , 8 of Diamonds , 0 , 420
7 of Diamonds , 9 of Diamonds , 8 of Diamonds , 10 , -782
7 of Diamonds , 9 of Diamonds , 8 of Diamonds , 110 , -1764
7 of Diamonds , 9 of Diamonds , 8 of Diamonds , 1110 , -1950
7 of Diamonds , 9 of Diamonds , 9 of Clubs , 0 , 424
7 of Diamonds , 9 of Diamonds , 9 of Clubs , 10 , -504
7 of Diamonds , 9 of Diamonds , 9 of Clubs , 110 , -1316
7 of Diamonds , 9 of Diamonds , 9 of Clubs , 1110 , -1456
7 of Diamonds , 9 of Diamonds , 10 of Diamonds , 0 , 3474
7 of Diamonds , 9 of Diamonds , 10 of Diamonds , 10 , -2720
7 of Diamonds , 9 of Diamonds , 10 of Diamonds , 110 , -6984
7 of Diamonds , 9 of Diamonds , 10 of Diamonds , 1110 , -7786
7 of Diamonds , 9 of Diamonds , A of Diamonds , 0 , -154
7 of Diamonds , 9 of Diamonds , A of Diamonds , 10 , -894
7 of Diamonds , 9 of Diamonds , A of Diamonds , 110 , -1808
7 of Diamonds , 9 of Diamonds , A of Diamonds , 1110 , -1956
7 of Diamonds , 10 of Diamonds , 2 of Diamonds , 0 , 1622
7 of Diamonds , 10 of Diamonds , 2 of Diamonds , 10 , -3868
7 of Diamonds , 10 of Diamonds , 2 of Diamonds , 110 , -7396
7 of Diamonds , 10 of Diamonds , 2 of Diamonds , 1110 , -7824
7 of Diamonds , 10 of Diamonds , 3 of Diamonds , 0 , 1400
7 of Diamonds , 10 of Diamonds , 3 of Diamonds , 10 , -3984
7 of Diamonds , 10 of Diamonds , 3 of Diamonds , 110 , -7388
7 of Diamonds , 10 of Diamonds , 3 of Diamonds , 1110 , -7826
7 of Diamonds , 10 of Diamonds , 4 of Diamonds , 0 , 1150
7 of Diamonds , 10 of Diamonds , 4 of Diamonds , 10 , -3932
7 of Diamonds , 10 of Diamonds , 4 of Diamonds , 110 , -7314
7 of Diamonds , 10 of Diamonds , 4 of Diamonds , 1110 , -7810
7 of Diamonds , 10 of Diamonds , 5 of Diamonds , 0 , 856
7 of Diamonds , 10 of Diamonds , 5 of Diamonds , 10 , -3822
7 of Diamonds , 10 of Diamonds , 5 of Diamonds , 110 , -7268
7 of Diamonds , 10 of Diamonds , 5 of Diamonds , 1110 , -7820
7 of Diamonds , 10 of Diamonds , 6 of Diamonds , 0 , 412
7 of Diamonds , 10 of Diamonds , 6 of Diamonds , 10 , -3858
7 of Diamonds , 10 of Diamonds , 6 of Diamonds , 110 , -7396
7 of Diamonds , 10 of Diamonds , 6 of Diamonds , 1110 , -7822
7 of Diamonds , 10 of Diamonds , 7 of Clubs , 0 , 568
7 of Diamonds , 10 of Diamonds , 7 of Clubs , 10 , -3014
7 of Diamonds , 10 of Diamonds , 7 of Clubs , 110 , -5456
7 of Diamonds , 10 of Diamonds , 7 of Clubs , 1110 , -5870
7 of Diamonds , 10 of Diamonds , 8 of Diamonds , 0 , 1580
7 of Diamonds , 10 of Diamonds , 8 of Diamonds , 10 , -3956
7 of Diamonds , 10 of Diamonds , 8 of Diamonds , 110 , -7376
7 of Diamonds , 10 of Diamonds , 8 of Diamonds , 1110 , -7818
7 of Diamonds , 10 of Diamonds , 9 of Diamonds , 0 , 2456
7 of Diamonds , 10 of Diamonds , 9 of Diamonds , 10 , -3696
7 of Diamonds , 10 of Diamonds , 9 of Diamonds , 110 , -7344
7 of Diamonds , 10 of Diamonds , 9 of Diamonds , 1110 , -7814
7 of Diamonds , 10 of Diamonds , J of Diamonds , 0 , 12506
7 of Diamonds , 10 of Diamonds , J of Diamonds , 10 , -13494
7 of Diamonds , 10 of Diamonds , J of Diamonds , 110 , -27440
7 of Diamonds , 10 of Diamonds , J of Diamonds , 1110 , -29314
7 of Diamonds , 10 of Diamonds , A of Diamonds , 0 , -806
7 of Diamonds , 10 of Diamonds , A of Diamonds , 10 , -4462
7 of Diamonds , 10 of Diamonds , A of Diamonds , 110 , -7492
7 of Diamonds , 10 of Diamonds , A of Diamonds , 1110 , -7832
7 of Diamonds , A of Clubs , 2 of Diamonds , 0 , 524
7 of Diamonds , A of Clubs , 2 of Diamonds , 10 , 354
7 of Diamonds , A of Clubs , 2 of Diamonds , 110 , -328
7 of Diamonds , A of Clubs , 2 of Diamonds , 1110 , -982
7 of Diamonds , A of Clubs , 3 of Diamonds , 0 , 386
7 of Diamonds , A of Clubs , 3 of Diamonds , 10 , 448
7 of Diamonds , A of Clubs , 3 of Diamonds , 110 , -306
7 of Diamonds , A of Clubs , 3 of Diamonds , 1110 , -1002
7 of Diamonds , A of Clubs , 4 of Diamonds , 0 , 428
7 of Diamonds , A of Clubs , 4 of Diamonds , 10 , 438
7 of Diamonds , A of Clubs , 4 of Diamonds , 110 , -300
7 of Diamonds , A of Clubs , 4 of Diamonds , 1110 , -956
7 of Diamonds , A of Clubs , 5 of Diamonds , 0 , 300
7 of Diamonds , A of Clubs , 5 of Diamonds , 10 , 362
7 of Diamonds , A of Clubs , 5 of Diamonds , 110 , -314
7 of Diamonds , A of Clubs , 5 of Diamonds , 1110 , -942
7 of Diamonds , A of Clubs , 6 of Diamonds , 0 , 332
7 of Diamonds , A of Clubs , 6 of Diamonds , 10 , 304
7 of Diamonds , A of Clubs , 6 of Diamonds , 110 , -308
7 of Diamonds , A of Clubs , 6 of Diamonds , 1110 , -950
7 of Diamonds , A of Clubs , 7 of Clubs , 0 , 222
7 of Diamonds , A of Clubs , 7 of Clubs , 10 , 276
7 of Diamonds , A of Clubs , 7 of Clubs , 110 , -226
7 of Diamonds , A of Clubs , 7 of Clubs , 1110 , -704
7 of Diamonds , A of Clubs , 8 of Diamonds , 0 , 354
7 of Diamonds , A of Clubs , 8 of Diamonds , 10 , 402
7 of Diamonds , A of Clubs , 8 of Diamonds , 110 , -294
7 of Diamonds , A of Clubs , 8 of Diamonds , 1110 , -982
7 of Diamonds , A of Clubs , 9 of Diamonds , 0 , 466
7 of Diamonds , A of Clubs , 9 of Diamonds , 10 , 608
7 of Diamonds , A of Clubs , 9 of Diamonds , 110 , -232
7 of Diamonds , A of Clubs , 9 of Diamonds , 1110 , -944
7 of Diamonds , A of Clubs , 10 of Diamonds , 0 , 2500
7 of Diamonds , A of Clubs , 10 of Diamonds , 10 , 2530
7 of Diamonds , A of Clubs , 10 of Diamonds , 110 , -788
7 of Diamonds , A of Clubs , 10 of Diamonds , 1110 , -3738
7 of Diamonds , A of Clubs , A of Diamonds , 0 , 74
7 of Diamonds , A of Clubs , A of Diamonds , 10 , 94
7 of Diamonds , A of Clubs , A of Diamonds , 110 , -298
7 of Diamonds , A of Clubs , A of Diamonds , 1110 , -756
8 of Diamonds , 2 of Clubs , 2 of Diamonds , 0 , 142
8 of Diamonds , 2 of Clubs , 2 of Diamonds , 10 , 406
8 of Diamonds , 2 of Clubs , 2 of Diamonds , 110 , -442
8 of Diamonds , 2 of Clubs , 2 of Diamonds , 1110 , -786
8 of Diamonds , 2 of Clubs , 3 of Diamonds , 0 , 164
8 of Diamonds , 2 of Clubs , 3 of Diamonds , 10 , 490
8 of Diamonds , 2 of Clubs , 3 of Diamonds , 110 , -536
8 of Diamonds , 2 of Clubs , 3 of Diamonds , 1110 , -1070
8 of Diamonds , 2 of Clubs , 4 of Diamonds , 0 , 92
8 of Diamonds , 2 of Clubs , 4 of Diamonds , 10 , 414
8 of Diamonds , 2 of Clubs , 4 of Diamonds , 110 , -606
8 of Diamonds , 2 of Clubs , 4 of Diamonds , 1110 , -1062
8 of Diamonds , 2 of Clubs , 5 of Diamonds , 0 , 76
8 of Diamonds , 2 of Clubs , 5 of Diamonds , 10 , 400
