User Card 1 , User Card 2, Dealer Card, Choice, Frequency
7 of Hearts , 3 of Clubs , 9 of Hearts , 10 , 44910
7 of Hearts , 3 of Clubs , 9 of Hearts , 110 , -41660
7 of Hearts , 3 of Clubs , 9 of Hearts , 1110 , -82430
7 of Hearts , 3 of Clubs , 10 of Diamonds , 0 , 143368
7 of Hearts , 3 of Clubs , 10 of Diamonds , 10 , 192450
7 of Hearts , 3 of Clubs , 10 of Diamonds , 110 , -140462
7 of Hearts , 3 of Clubs , 10 of Diamonds , 1110 , -297246
7 of Hearts , 3 of Clubs , A of Clubs , 0 , -8958
7 of Hearts , 3 of Clubs , A of Clubs , 10 , 21440
7 of Hearts , 3 of Clubs , A of Clubs , 110 , -59722
7 of Hearts , 3 of Clubs , A of Clubs , 1110 , -95108
7 of Hearts , 4 of Diamonds , 2 of Hearts , 0 , 11752
7 of Hearts , 4 of Diamonds , 2 of Hearts , 10 , 31360
7 of Hearts , 4 of Diamonds , 2 of Hearts , 110 , -37342
7 of Hearts , 4 of Diamonds , 2 of Hearts , 1110 , -55328
7 of Hearts , 4 of Diamonds , 3 of Spades , 0 , 20072
7 of Hearts , 4 of Diamonds , 3 of Spades , 10 , 52148
7 of Hearts , 4 of Diamonds , 3 of Spades , 110 , -64932
7 of Hearts , 4 of Diamonds , 3 of Spades , 1110 , -95540
7 of Hearts , 4 of Diamonds , 4 of Hearts , 0 , 8486
7 of Hearts , 4 of Diamonds , 4 of Hearts , 10 , 29776
7 of Hearts , 4 of Diamonds , 4 of Hearts , 110 , -41802
7 of Hearts , 4 of Diamonds , 4 of Hearts , 1110 , -60156
7 of Hearts , 4 of Diamonds , 5 of Hearts , 0 , -856
7 of Hearts , 4 of Diamonds , 5 of Hearts , 10 , 5970
7 of Hearts , 4 of Diamonds , 5 of Hearts , 110 , -13510
7 of Hearts , 4 of Diamonds , 5 of Hearts , 1110 , -18586
7 of Hearts , 4 of Diamonds , 6 of Hearts , 0 , 2664
7 of Hearts , 4 of Diamonds , 6 of Hearts , 10 , 20634
7 of Hearts , 4 of Diamonds , 6 of Hearts , 110 , -35888
7 of Hearts , 4 of Diamonds , 6 of Hearts , 1110 , -50828
7 of Hearts , 4 of Diamonds , 7 of Diamonds , 0 , 11316
7 of Hearts , 4 of Diamonds , 7 of Diamonds , 10 , 31492
7 of Hearts , 4 of Diamonds , 7 of Diamonds , 110 , -43992
7 of Hearts , 4 of Diamonds , 7 of Diamonds , 1110 , -63656
7 of Hearts , 4 of Diamonds , 8 of Hearts , 0 , 29442
7 of Hearts , 4 of Diamonds , 8 of Hearts , 10 , 62162
7 of Hearts , 4 of Diamonds , 8 of Hearts , 110 , -82738
7 of Hearts , 4 of Diamonds , 8 of Hearts , 1110 , -121646
7 of Hearts , 4 of Diamonds , 9 of Hearts , 0 , 34578
7 of Hearts , 4 of Diamonds , 9 of Hearts , 10 , 55222
7 of Hearts , 4 of Diamonds , 9 of Hearts , 110 , -62014
7 of Hearts , 4 of Diamonds , 9 of Hearts , 1110 , -95274
7 of Hearts , 4 of Diamonds , 10 of Diamonds , 0 , 160608
7 of Hearts , 4 of Diamonds , 10 of Diamonds , 10 , 223910
7 of Hearts , 4 of Diamonds , 10 of Diamonds , 110 , -214904
7 of Hearts , 4 of Diamonds , 10 of Diamonds , 1110 , -343228
7 of Hearts , 4 of Diamonds , A of Clubs , 0 , -10180
7 of Hearts , 4 of Diamonds , A of Clubs , 10 , 30464
7 of Hearts , 4 of Diamonds , A of Clubs , 110 , -80952
7 of Hearts , 4 of Diamonds , A of Clubs , 1110 , -108878
7 of Hearts , 5 of Hearts , 2 of Hearts , 0 , 25340
7 of Hearts , 5 of Hearts , 2 of Hearts , 10 , -2260
7 of Hearts , 5 of Hearts , 2 of Hearts , 110 , -72172
7 of Hearts , 5 of Hearts , 2 of Hearts , 1110 , -98562
7 of Hearts , 5 of Hearts , 3 of Spades , 0 , 36386
7 of Hearts , 5 of Hearts , 3 of Spades , 10 , -8664
7 of Hearts , 5 of Hearts , 3 of Spades , 110 , -126480
7 of Hearts , 5 of Hearts , 3 of Spades , 1110 , -172066
7 of Hearts , 5 of Hearts , 4 of Hearts , 0 , 17642
7 of Hearts , 5 of Hearts , 4 of Hearts , 10 , -12134
7 of Hearts , 5 of Hearts , 4 of Hearts , 110 , -94228
7 of Hearts , 5 of Hearts , 4 of Hearts , 1110 , -126516
7 of Hearts , 5 of Hearts , 5 of Spades , 0 , 26
7 of Hearts , 5 of Hearts , 5 of Spades , 10 , -5166
7 of Hearts , 5 of Hearts , 5 of Spades , 110 , -18470
7 of Hearts , 5 of Hearts , 5 of Spades , 1110 , -23868
7 of Hearts , 5 of Hearts , 6 of Hearts , 0 , 5088
7 of Hearts , 5 of Hearts , 6 of Hearts , 10 , -14368
7 of Hearts , 5 of Hearts , 6 of Hearts , 110 , -68124
7 of Hearts , 5 of Hearts , 6 of Hearts , 1110 , -90800
7 of Hearts , 5 of Hearts , 7 of Diamonds , 0 , 16716
7 of Hearts , 5 of Hearts , 7 of Diamonds , 10 , -15060
7 of Hearts , 5 of Hearts , 7 of Diamonds , 110 , -89632
7 of Hearts , 5 of Hearts , 7 of Diamonds , 1110 , -120916
7 of Hearts , 5 of Hearts , 8 of Hearts , 0 , 52694
7 of Hearts , 5 of Hearts , 8 of Hearts , 10 , -19728
7 of Hearts , 5 of Hearts , 8 of Hearts , 110 , -161776
7 of Hearts , 5 of Hearts , 8 of Hearts , 1110 , -220838
7 of Hearts , 5 of Hearts , 9 of Hearts , 0 , 61082
7 of Hearts , 5 of Hearts , 9 of Hearts , 10 , -5410
7 of Hearts , 5 of Hearts , 9 of Hearts , 110 , -122688
7 of Hearts , 5 of Hearts , 9 of Hearts , 1110 , -172842
7 of Hearts , 5 of Hearts , 10 of Diamonds , 0 , 284634
7 of Hearts , 5 of Hearts , 10 of Diamonds , 10 , 46300
7 of Hearts , 5 of Hearts , 10 of Diamonds , 110 , -431522
7 of Hearts , 5 of Hearts , 10 of Diamonds , 1110 , -621164
7 of Hearts , 5 of Hearts , A of Clubs , 0 , -19148
7 of Hearts , 5 of Hearts , A of Clubs , 10 , -49454
7 of Hearts , 5 of Hearts , A of Clubs , 110 , -154308
7 of Hearts , 5 of Hearts , A of Clubs , 1110 , -195540
7 of Hearts , 6 of Hearts , 2 of Hearts , 0 , 19958
7 of Hearts , 6 of Hearts , 2 of Hearts , 10 , -11454
7 of Hearts , 6 of Hearts , 2 of Hearts , 110 , -60112
7 of Hearts , 6 of Hearts , 2 of Hearts , 1110 , -77034
7 of Hearts , 6 of Hearts , 3 of Spades , 0 , 28550
7 of Hearts , 6 of Hearts , 3 of Spades , 10 , -22042
7 of Hearts , 6 of Hearts , 3 of Spades , 110 , -103696
7 of Hearts , 6 of Hearts , 3 of Spades , 1110 , -132496
7 of Hearts , 6 of Hearts , 4 of Hearts , 0 , 14330
7 of Hearts , 6 of Hearts , 4 of Hearts , 10 , -19258
7 of Hearts , 6 of Hearts , 4 of Hearts , 110 , -77326
7 of Hearts , 6 of Hearts , 4 of Hearts , 1110 , -97458
7 of Hearts , 6 of Hearts , 5 of Hearts , 0 , -370
7 of Hearts , 6 of Hearts , 5 of Hearts , 10 , -7288
7 of Hearts , 6 of Hearts , 5 of Hearts , 110 , -19952
7 of Hearts , 6 of Hearts , 5 of Hearts , 1110 , -24570
7 of Hearts , 6 of Hearts , 6 of Clubs , 0 , 1448
7 of Hearts , 6 of Hearts , 6 of Clubs , 10 , -16100
7 of Hearts , 6 of Hearts , 6 of Clubs , 110 , -45148
7 of Hearts , 6 of Hearts , 6 of Clubs , 1110 , -56472
7 of Hearts , 6 of Hearts , 7 of Diamonds , 0 , 13044
7 of Hearts , 6 of Hearts , 7 of Diamonds , 10 , -21368
7 of Hearts , 6 of Hearts , 7 of Diamonds , 110 , -69344
7 of Hearts , 6 of Hearts , 7 of Diamonds , 1110 , -88488
7 of Hearts , 6 of Hearts , 8 of Hearts , 0 , 40460
7 of Hearts , 6 of Hearts , 8 of Hearts , 10 , -34002
7 of Hearts , 6 of Hearts , 8 of Hearts , 110 , -130798
7 of Hearts , 6 of Hearts , 8 of Hearts , 1110 , -169260
7 of Hearts , 6 of Hearts , 9 of Hearts , 0 , 46850
7 of Hearts , 6 of Hearts , 9 of Hearts , 10 , -15162
7 of Hearts , 6 of Hearts , 9 of Hearts , 110 , -101294
7 of Hearts , 6 of Hearts , 9 of Hearts , 1110 , -132902
7 of Hearts , 6 of Hearts , 10 of Diamonds , 0 , 215240
7 of Hearts , 6 of Hearts , 10 of Diamonds , 10 , -27092
7 of Hearts , 6 of Hearts , 10 of Diamonds , 110 , -360800
7 of Hearts , 6 of Hearts , 10 of Diamonds , 1110 , -479548
7 of Hearts , 6 of Hearts , A of Clubs , 0 , -10950
7 of Hearts , 6 of Hearts , A of Clubs , 10 , -49424
7 of Hearts , 6 of Hearts , A of Clubs , 110 , -123442
7 of Hearts , 6 of Hearts , A of Clubs , 1110 , -149780
7 of Hearts , 7 of Diamonds , 2 of Hearts , 0 , 10070
7 of Hearts , 7 of Diamonds , 2 of Hearts , 10 , -10262
7 of Hearts , 7 of Diamonds , 2 of Hearts , 110 , -32228
7 of Hearts , 7 of Diamonds , 2 of Hearts , 1110 , -39548
7 of Hearts , 7 of Diamonds , 3 of Spades , 0 , 14326
7 of Hearts , 7 of Diamonds , 3 of Spades , 10 , -18294
7 of Hearts , 7 of Diamonds , 3 of Spades , 110 , -55256
7 of Hearts , 7 of Diamonds , 3 of Spades , 1110 , -67802
7 of Hearts , 7 of Diamonds , 4 of Hearts , 0 , 6742
7 of Hearts , 7 of Diamonds , 4 of Hearts , 10 , -15706
7 of Hearts , 7 of Diamonds , 4 of Hearts , 110 , -41184
7 of Hearts , 7 of Diamonds , 4 of Hearts , 1110 , -49924
7 of Hearts , 7 of Diamonds , 5 of Hearts , 0 , -376
7 of Hearts , 7 of Diamonds , 5 of Hearts , 10 , -5616
7 of Hearts , 7 of Diamonds , 5 of Hearts , 110 , -11254
7 of Hearts , 7 of Diamonds , 5 of Hearts , 1110 , -13454
7 of Hearts , 7 of Diamonds , 6 of Hearts , 0 , 1152
7 of Hearts , 7 of Diamonds , 6 of Hearts , 10 , -13578
7 of Hearts , 7 of Diamonds , 6 of Hearts , 110 , -30002
7 of Hearts , 7 of Diamonds , 6 of Hearts , 1110 , -36268
7 of Hearts , 7 of Diamonds , 7 of Clubs , 0 , 4374
7 of Hearts , 7 of Diamonds , 7 of Clubs , 10 , -11178
7 of Hearts , 7 of Diamonds , 7 of Clubs , 110 , -25786
7 of Hearts , 7 of Diamonds , 7 of Clubs , 1110 , -31822
7 of Hearts , 7 of Diamonds , 8 of Hearts , 0 , 20828
7 of Hearts , 7 of Diamonds , 8 of Hearts , 10 , -23640
7 of Hearts , 7 of Diamonds , 8 of Hearts , 110 , -69662
7 of Hearts , 7 of Diamonds , 8 of Hearts , 1110 , -86594
7 of Hearts , 7 of Diamonds , 9 of Hearts , 0 , 23384
7 of Hearts , 7 of Diamonds , 9 of Hearts , 10 , -15332
7 of Hearts , 7 of Diamonds , 9 of Hearts , 110 , -54372
7 of Hearts , 7 of Diamonds , 9 of Hearts , 1110 , -67928
7 of Hearts , 7 of Diamonds , 10 of Diamonds , 0 , 106446
7 of Hearts , 7 of Diamonds , 10 of Diamonds , 10 , -45782
7 of Hearts , 7 of Diamonds , 10 of Diamonds , 110 , -195084
7 of Hearts , 7 of Diamonds , 10 of Diamonds , 1110 , -245994
7 of Hearts , 7 of Diamonds , A of Clubs , 0 , -5664
7 of Hearts , 7 of Diamonds , A of Clubs , 10 , -31468
7 of Hearts , 7 of Diamonds , A of Clubs , 110 , -64474
7 of Hearts , 7 of Diamonds , A of Clubs , 1110 , -76338
7 of Hearts , 8 of Diamonds , 2 of Hearts , 0 , 8402
7 of Hearts , 8 of Diamonds , 2 of Hearts , 10 , -9770
7 of Hearts , 8 of Diamonds , 2 of Hearts , 110 , -29744
7 of Hearts , 8 of Diamonds , 2 of Hearts , 1110 , -34520
7 of Hearts , 8 of Diamonds , 3 of Spades , 0 , 11648
7 of Hearts , 8 of Diamonds , 3 of Spades , 10 , -17506
7 of Hearts , 8 of Diamonds , 3 of Spades , 110 , -50126
7 of Hearts , 8 of Diamonds , 3 of Spades , 1110 , -57984
7 of Hearts , 8 of Diamonds , 4 of Hearts , 0 , 5002
7 of Hearts , 8 of Diamonds , 4 of Hearts , 10 , -14746
7 of Hearts , 8 of Diamonds , 4 of Hearts , 110 , -37128
7 of Hearts , 8 of Diamonds , 4 of Hearts , 1110 , -42794
7 of Hearts , 8 of Diamonds , 5 of Hearts , 0 , -222
7 of Hearts , 8 of Diamonds , 5 of Hearts , 10 , -4664
7 of Hearts , 8 of Diamonds , 5 of Hearts , 110 , -9952
7 of Hearts , 8 of Diamonds , 5 of Hearts , 1110 , -11316
7 of Hearts , 8 of Diamonds , 6 of Hearts , 0 , 1472
7 of Hearts , 8 of Diamonds , 6 of Hearts , 10 , -12040
7 of Hearts , 8 of Diamonds , 6 of Hearts , 110 , -27100
7 of Hearts , 8 of Diamonds , 6 of Hearts , 1110 , -31360
7 of Hearts , 8 of Diamonds , 7 of Diamonds , 0 , 5284
7 of Hearts , 8 of Diamonds , 7 of Diamonds , 10 , -11052
7 of Hearts , 8 of Diamonds , 7 of Diamonds , 110 , -29894
7 of Hearts , 8 of Diamonds , 7 of Diamonds , 1110 , -34866
7 of Hearts , 8 of Diamonds , 8 of Hearts , 0 , 13284
7 of Hearts , 8 of Diamonds , 8 of Hearts , 10 , -17504
7 of Hearts , 8 of Diamonds , 8 of Hearts , 110 , -49004
7 of Hearts , 8 of Diamonds , 8 of Hearts , 1110 , -57240
7 of Hearts , 8 of Diamonds , 9 of Hearts , 0 , 19516
7 of Hearts , 8 of Diamonds , 9 of Hearts , 10 , -15604
7 of Hearts , 8 of Diamonds , 9 of Hearts , 110 , -49164
7 of Hearts , 8 of Diamonds , 9 of Hearts , 1110 , -57600
7 of Hearts , 8 of Diamonds , 10 of Diamonds , 0 , 87878
7 of Hearts , 8 of Diamonds , 10 of Diamonds , 10 , -47964
7 of Hearts , 8 of Diamonds , 10 of Diamonds , 110 , -179216
7 of Hearts , 8 of Diamonds , 10 of Diamonds , 1110 , -211002
7 of Hearts , 8 of Diamonds , A of Clubs , 0 , -4594
7 of Hearts , 8 of Diamonds , A of Clubs , 10 , -26916
7 of Hearts , 8 of Diamonds , A of Clubs , 110 , -57654
7 of Hearts , 8 of Diamonds , A of Clubs , 1110 , -64724
7 of Hearts , 9 of Clubs , 2 of Hearts , 0 , 12658
7 of Hearts , 9 of Clubs , 2 of Hearts , 10 , -16670
7 of Hearts , 9 of Clubs , 2 of Hearts , 110 , -41516
7 of Hearts , 9 of Clubs , 2 of Hearts , 1110 , -45892
7 of Hearts , 9 of Clubs , 3 of Spades , 0 , 15326
7 of Hearts , 9 of Clubs , 3 of Spades , 10 , -32120
7 of Hearts , 9 of Clubs , 3 of Spades , 110 , -72098
7 of Hearts , 9 of Clubs , 3 of Spades , 1110 , -79660
7 of Hearts , 9 of Clubs , 4 of Hearts , 0 , 7218
7 of Hearts , 9 of Clubs , 4 of Hearts , 10 , -25688
7 of Hearts , 9 of Clubs , 4 of Hearts , 110 , -52718
7 of Hearts , 9 of Clubs , 4 of Hearts , 1110 , -58622
7 of Hearts , 9 of Clubs , 5 of Hearts , 0 , -792
7 of Hearts , 9 of Clubs , 5 of Hearts , 10 , -7700
7 of Hearts , 9 of Clubs , 5 of Hearts , 110 , -13748
7 of Hearts , 9 of Clubs , 5 of Hearts , 1110 , -15190
7 of Hearts , 9 of Clubs , 6 of Hearts , 0 , 1158
7 of Hearts , 9 of Clubs , 6 of Hearts , 10 , -18094
7 of Hearts , 9 of Clubs , 6 of Hearts , 110 , -38074
7 of Hearts , 9 of Clubs , 6 of Hearts , 1110 , -42094
7 of Hearts , 9 of Clubs , 7 of Diamonds , 0 , 8206
7 of Hearts , 9 of Clubs , 7 of Diamonds , 10 , -22398
7 of Hearts , 9 of Clubs , 7 of Diamonds , 110 , -49340
7 of Hearts , 9 of Clubs , 7 of Diamonds , 1110 , -54726
7 of Hearts , 9 of Clubs , 8 of Hearts , 0 , 22408
7 of Hearts , 9 of Clubs , 8 of Hearts , 10 , -40122
7 of Hearts , 9 of Clubs , 8 of Hearts , 110 , -92240
7 of Hearts , 9 of Clubs , 8 of Hearts , 1110 , -102378
7 of Hearts , 9 of Clubs , 9 of Hearts , 0 , 23978
7 of Hearts , 9 of Clubs , 9 of Hearts , 10 , -27246
7 of Hearts , 9 of Clubs , 9 of Hearts , 110 , -66104
7 of Hearts , 9 of Clubs , 9 of Hearts , 1110 , -73408
7 of Hearts , 9 of Clubs , 10 of Diamonds , 0 , 118236
7 of Hearts , 9 of Clubs , 10 of Diamonds , 10 , -100846
7 of Hearts , 9 of Clubs , 10 of Diamonds , 110 , -259476
7 of Hearts , 9 of Clubs , 10 of Diamonds , 1110 , -290160
7 of Hearts , 9 of Clubs , A of Clubs , 0 , -7120
7 of Hearts , 9 of Clubs , A of Clubs , 10 , -43444
7 of Hearts , 9 of Clubs , A of Clubs , 110 , -82764
7 of Hearts , 9 of Clubs , A of Clubs , 1110 , -89582
7 of Hearts , J of Spades , 2 of Hearts , 0 , 51748
7 of Hearts , J of Spades , 2 of Hearts , 10 , -102642
7 of Hearts , J of Spades , 2 of Hearts , 110 , -204226
7 of Hearts , J of Spades , 2 of Hearts , 1110 , -216094
7 of Hearts , J of Spades , 3 of Spades , 0 , 71252
7 of Hearts , J of Spades , 3 of Spades , 10 , -184444
7 of Hearts , J of Spades , 3 of Spades , 110 , -348142
7 of Hearts , J of Spades , 3 of Spades , 1110 , -369740
7 of Hearts , J of Spades , 4 of Hearts , 0 , 32572
7 of Hearts , J of Spades , 4 of Hearts , 10 , -142984
7 of Hearts , J of Spades , 4 of Hearts , 110 , -254922
7 of Hearts , J of Spades , 4 of Hearts , 1110 , -272454
7 of Hearts , J of Spades , 5 of Hearts , 0 , -2676
7 of Hearts , J of Spades , 5 of Hearts , 10 , -37854
7 of Hearts , J of Spades , 5 of Hearts , 110 , -66648
7 of Hearts , J of Spades , 5 of Hearts , 1110 , -70602
7 of Hearts , J of Spades , 6 of Hearts , 0 , 6656
7 of Hearts , J of Spades , 6 of Hearts , 10 , -101352
7 of Hearts , J of Spades , 6 of Hearts , 110 , -185834
7 of Hearts , J of Spades , 6 of Hearts , 1110 , -197478
7 of Hearts , J of Spades , 7 of Diamonds , 0 , 32968
7 of Hearts , J of Spades , 7 of Diamonds , 10 , -118016
7 of Hearts , J of Spades , 7 of Diamonds , 110 , -224786
7 of Hearts , J of Spades , 7 of Diamonds , 1110 , -239206
7 of Hearts , J of Spades , 8 of Hearts , 0 , 102338
7 of Hearts , J of Spades , 8 of Hearts , 10 , -235050
7 of Hearts , J of Spades , 8 of Hearts , 110 , -444424
7 of Hearts , J of Spades , 8 of Hearts , 1110 , -473286
7 of Hearts , J of Spades , 9 of Hearts , 0 , 116548
7 of Hearts , J of Spades , 9 of Hearts , 10 , -179092
7 of Hearts , J of Spades , 9 of Hearts , 110 , -347974
7 of Hearts , J of Spades , 9 of Hearts , 1110 , -370800
7 of Hearts , J of Spades , 10 of Diamonds , 0 , 507762
7 of Hearts , J of Spades , 10 of Diamonds , 10 , -597144
7 of Hearts , J of Spades , 10 of Diamonds , 110 , -1206906
7 of Hearts , J of Spades , 10 of Diamonds , 1110 , -1287548
7 of Hearts , J of Spades , A of Clubs , 0 , -29942
7 of Hearts , J of Spades , A of Clubs , 10 , -231186
7 of Hearts , J of Spades , A of Clubs , 110 , -394340
7 of Hearts , J of Spades , A of Clubs , 1110 , -412608
7 of Hearts , A of Clubs , 2 of Hearts , 0 , 24552
7 of Hearts , A of Clubs , 2 of Hearts , 10 , 21470
7 of Hearts , A of Clubs , 2 of Hearts , 110 , -10862
7 of Hearts , A of Clubs , 2 of Hearts , 1110 , -39642
7 of Hearts , A of Clubs , 3 of Spades , 0 , 31782
7 of Hearts , A of Clubs , 3 of Spades , 10 , 31134
7 of Hearts , A of Clubs , 3 of Spades , 110 , -20408
7 of Hearts , A of Clubs , 3 of Spades , 1110 , -67226
7 of Hearts , A of Clubs , 4 of Hearts , 0 , 18836
7 of Hearts , A of Clubs , 4 of Hearts , 10 , 19356
7 of Hearts , A of Clubs , 4 of Hearts , 110 , -16076
7 of Hearts , A of Clubs , 4 of Hearts , 1110 , -49980
7 of Hearts , A of Clubs , 5 of Hearts , 0 , 2136
7 of Hearts , A of Clubs , 5 of Hearts , 10 , 2340
7 of Hearts , A of Clubs , 5 of Hearts , 110 , -5660
7 of Hearts , A of Clubs , 5 of Hearts , 1110 , -13430
7 of Hearts , A of Clubs , 6 of Hearts , 0 , 8638
7 of Hearts , A of Clubs , 6 of Hearts , 10 , 9528
7 of Hearts , A of Clubs , 6 of Hearts , 110 , -13558
7 of Hearts , A of Clubs , 6 of Hearts , 1110 , -36522
7 of Hearts , A of Clubs , 7 of Diamonds , 0 , 13412
7 of Hearts , A of Clubs , 7 of Diamonds , 10 , 15224
7 of Hearts , A of Clubs , 7 of Diamonds , 110 , -13572
7 of Hearts , A of Clubs , 7 of Diamonds , 1110 , -41990
7 of Hearts , A of Clubs , 8 of Hearts , 0 , 35672
7 of Hearts , A of Clubs , 8 of Hearts , 10 , 37842
7 of Hearts , A of Clubs , 8 of Hearts , 110 , -26076
7 of Hearts , A of Clubs , 8 of Hearts , 1110 , -84724
7 of Hearts , A of Clubs , 9 of Hearts , 0 , 35502
7 of Hearts , A of Clubs , 9 of Hearts , 10 , 37108
7 of Hearts , A of Clubs , 9 of Hearts , 110 , -16962
7 of Hearts , A of Clubs , 9 of Hearts , 1110 , -65354
7 of Hearts , A of Clubs , 10 of Diamonds , 0 , 156688
7 of Hearts , A of Clubs , 10 of Diamonds , 10 , 158218
7 of Hearts , A of Clubs , 10 of Diamonds , 110 , -48842
7 of Hearts , A of Clubs , 10 of Diamonds , 1110 , -235664
7 of Hearts , A of Clubs , A of Diamonds , 0 , 8908
7 of Hearts , A of Clubs , A of Diamonds , 10 , 8090
7 of Hearts , A of Clubs , A of Diamonds , 110 , -27214
7 of Hearts , A of Clubs , A of Diamonds , 1110 , -61744
8 of Hearts , 2 of Hearts , 2 of Clubs , 0 , 17610
8 of Hearts , 2 of Hearts , 2 of Clubs , 10 , 41926
8 of Hearts , 2 of Hearts , 2 of Clubs , 110 , -38748
8 of Hearts , 2 of Hearts , 2 of Clubs , 1110 , -73680
8 of Hearts , 2 of Hearts , 3 of Spades , 0 , 30548
8 of Hearts , 2 of Hearts , 3 of Spades , 10 , 85832
8 of Hearts , 2 of Hearts , 3 of Spades , 110 , -88528
8 of Hearts , 2 of Hearts , 3 of Spades , 1110 , -167070
8 of Hearts , 2 of Hearts , 4 of Hearts , 0 , 11664
8 of Hearts , 2 of Hearts , 4 of Hearts , 10 , 52128
8 of Hearts , 2 of Hearts , 4 of Hearts , 110 , -69862
8 of Hearts , 2 of Hearts , 4 of Hearts , 1110 , -125066
8 of Hearts , 2 of Hearts , 5 of Hearts , 0 , -1538
8 of Hearts , 2 of Hearts , 5 of Hearts , 10 , 8364
8 of Hearts , 2 of Hearts , 5 of Hearts , 110 , -19882
8 of Hearts , 2 of Hearts , 5 of Hearts , 1110 , -33174
8 of Hearts , 2 of Hearts , 6 of Hearts , 0 , 3664
8 of Hearts , 2 of Hearts , 6 of Hearts , 10 , 31446
8 of Hearts , 2 of Hearts , 6 of Hearts , 110 , -51206
8 of Hearts , 2 of Hearts , 6 of Hearts , 1110 , -89320
8 of Hearts , 2 of Hearts , 7 of Hearts , 0 , 26662
8 of Hearts , 2 of Hearts , 7 of Hearts , 10 , 68660
8 of Hearts , 2 of Hearts , 7 of Hearts , 110 , -85004
8 of Hearts , 2 of Hearts , 7 of Hearts , 1110 , -156518
8 of Hearts , 2 of Hearts , 8 of Diamonds , 0 , 43826
8 of Hearts , 2 of Hearts , 8 of Diamonds , 10 , 77730
8 of Hearts , 2 of Hearts , 8 of Diamonds , 110 , -83444
8 of Hearts , 2 of Hearts , 8 of Diamonds , 1110 , -158596
8 of Hearts , 2 of Hearts , 9 of Hearts , 0 , 64382
8 of Hearts , 2 of Hearts , 9 of Hearts , 10 , 92980
8 of Hearts , 2 of Hearts , 9 of Hearts , 110 , -82386
8 of Hearts , 2 of Hearts , 9 of Hearts , 1110 , -166040
8 of Hearts , 2 of Hearts , 10 of Diamonds , 0 , 284044
8 of Hearts , 2 of Hearts , 10 of Diamonds , 10 , 380998
8 of Hearts , 2 of Hearts , 10 of Diamonds , 110 , -284072
8 of Hearts , 2 of Hearts , 10 of Diamonds , 1110 , -596196
8 of Hearts , 2 of Hearts , A of Clubs , 0 , -17090
8 of Hearts , 2 of Hearts , A of Clubs , 10 , 41104
8 of Hearts , 2 of Hearts , A of Clubs , 110 , -119932
8 of Hearts , 2 of Hearts , A of Clubs , 1110 , -191012
8 of Hearts , 3 of Clubs , 2 of Hearts , 0 , 16062
8 of Hearts , 3 of Clubs , 2 of Hearts , 10 , 40322
8 of Hearts , 3 of Clubs , 2 of Hearts , 110 , -47302
8 of Hearts , 3 of Clubs , 2 of Hearts , 1110 , -70204
8 of Hearts , 3 of Clubs , 3 of Spades , 0 , 17738
8 of Hearts , 3 of Clubs , 3 of Spades , 10 , 51768
8 of Hearts , 3 of Clubs , 3 of Spades , 110 , -66040
8 of Hearts , 3 of Clubs , 3 of Spades , 1110 , -96306
8 of Hearts , 3 of Clubs , 4 of Hearts , 0 , 10146
8 of Hearts , 3 of Clubs , 4 of Hearts , 10 , 41392
8 of Hearts , 3 of Clubs , 4 of Hearts , 110 , -61490
8 of Hearts , 3 of Clubs , 4 of Hearts , 1110 , -88350
8 of Hearts , 3 of Clubs , 5 of Hearts , 0 , -982
8 of Hearts , 3 of Clubs , 5 of Hearts , 10 , 7614
8 of Hearts , 3 of Clubs , 5 of Hearts , 110 , -17350
8 of Hearts , 3 of Clubs , 5 of Hearts , 1110 , -23468
8 of Hearts , 3 of Clubs , 6 of Hearts , 0 , 2908
8 of Hearts , 3 of Clubs , 6 of Hearts , 10 , 25504
8 of Hearts , 3 of Clubs , 6 of Hearts , 110 , -44742
8 of Hearts , 3 of Clubs , 6 of Hearts , 1110 , -63600
8 of Hearts , 3 of Clubs , 7 of Hearts , 0 , 18976
8 of Hearts , 3 of Clubs , 7 of Hearts , 10 , 53628
8 of Hearts , 3 of Clubs , 7 of Hearts , 110 , -75044
8 of Hearts , 3 of Clubs , 7 of Hearts , 1110 , -110194
8 of Hearts , 3 of Clubs , 8 of Diamonds , 0 , 29930
8 of Hearts , 3 of Clubs , 8 of Diamonds , 10 , 59418
8 of Hearts , 3 of Clubs , 8 of Diamonds , 110 , -74854
8 of Hearts , 3 of Clubs , 8 of Diamonds , 1110 , -111572
8 of Hearts , 3 of Clubs , 9 of Hearts , 0 , 41374
8 of Hearts , 3 of Clubs , 9 of Hearts , 10 , 67138
8 of Hearts , 3 of Clubs , 9 of Hearts , 110 , -76880
8 of Hearts , 3 of Clubs , 9 of Hearts , 1110 , -117668
8 of Hearts , 3 of Clubs , 10 of Diamonds , 0 , 196262
8 of Hearts , 3 of Clubs , 10 of Diamonds , 10 , 274636
8 of Hearts , 3 of Clubs , 10 of Diamonds , 110 , -266352
8 of Hearts , 3 of Clubs , 10 of Diamonds , 1110 , -425234
8 of Hearts , 3 of Clubs , A of Clubs , 0 , -12472
8 of Hearts , 3 of Clubs , A of Clubs , 10 , 37652
8 of Hearts , 3 of Clubs , A of Clubs , 110 , -98928
8 of Hearts , 3 of Clubs , A of Clubs , 1110 , -133864
